DAYS,AAPL,SPX,VIX,SPGSCITR,BNDGLB,EEM,RETURN
2824,47.7143,1276.56,17.02,4925.6,334.01,48.2,0.008181359
2825,47.6757,1273.85,17.4,4855.8,334.21,47.685,-0.000808982
2826,48.0171,1271.5,17.14,4826.5,335.25,47.25,0.007160881
2829,48.9221,1269.75,17.54,4883.4,335.57,46.76,0.018847452
2830,48.8057,1274.48,16.89,4957.6,334.89,47.255,-0.002379293
2831,49.2029,1285.96,16.24,5003.8,335.14,48.21,0.008138394
2832,49.3829,1283.76,16.39,4986.5,336.84,47.79,0.003658321
2833,49.7829,1293.24,15.46,4999.1,336.57,47.93,0.00809997
2837,48.6643,1295.02,15.87,5004.7,336.33,47.86,-0.022469563
2838,48.4057,1281.92,17.31,4994.8,337.3,47.49,-0.005313957
2839,47.5257,1280.26,17.99,4934.4,335.32,46.97,-0.018179677
2840,46.6743,1283.35,18.47,4959.9,335.84,46.48,-0.017914518
2843,48.2071,1290.84,17.65,4925.8,337.12,46.8425,0.032840343
2844,48.7714,1291.18,17.59,4844.8,337.88,46.555,0.011705745
2845,49.1214,1296.63,16.64,4935.3,336.85,46.97,0.007176337
2846,49.03,1299.54,16.15,4897.7,337.21,46.81,-0.001860696
2847,48.0143,1276.34,20.04,4991.9,337.7,45.33,-0.020715888
2850,48.4743,1286.12,19.53,5094.3,337.86,45.81,0.009580479
2851,49.29,1307.59,17.63,5094.8,337.71,46.92,0.016827474
2852,49.1886,1304.03,17.3,5122.7,337.26,46.57,-0.002057212
2853,49.0629,1307.1,16.69,5091.6,336.17,46.51,-0.00255547
2854,49.5,1310.87,15.93,5038.9,335.16,46.4975,0.008908972
2857,50.2686,1319.05,16.28,5005.3,334.73,46.56,0.015527273
2858,50.7429,1324.57,15.81,5007.5,334.19,46.58,0.009435313
2859,51.1657,1320.88,15.87,5040,334.64,45.51,0.0083322
2860,50.6486,1321.87,16.09,5024.7,333.29,45.08,-0.01010638
2861,50.9786,1329.15,15.69,4994.7,334,45.625,0.006515481
2864,51.3114,1332.32,15.95,5024.4,334.11,45.4,0.006528229
2865,51.4143,1328.01,16.37,4970.6,334.35,45.49,0.002005402
2866,51.8757,1336.32,16.72,5002.1,334.21,45.87,0.008974157
2867,51.1857,1340.43,16.59,5029,335.45,46.03,-0.013301025
2868,50.08,1343.01,16.43,5030.7,335.3,46.31,-0.021601736
2872,48.3729,1315.44,20.8,5127.5,337.18,44.83,-0.03408746
2873,48.9457,1307.4,22.13,5239.6,337.47,44.871,0.011841341
2874,48.9829,1306.1,21.32,5217.3,338.39,44.98,0.000760026
2875,49.7371,1319.88,19.22,5282.8,338.62,45.52,0.01539721
2878,50.4586,1327.22,18.35,5285.1,338.97,45.79,0.014506274
2879,49.9014,1306.33,21.01,5372.5,339.23,45.32,-0.011042716
2880,50.3029,1308.44,20.7,5446.8,338.96,45.94,0.008045866
2881,51.3657,1330.97,18.6,5444.5,337.25,46.8525,0.021128007
2882,51.4286,1321.15,19.06,5505.3,338.33,46.895,0.001224553
2885,50.7657,1310.13,20.66,5494.2,338.76,46.24,-0.012889715
2886,50.8229,1321.82,19.82,5442.6,337.46,46.86,0.001126745
2887,50.3529,1320.02,20.22,5455.2,338.4,46.95,-0.0092478
2888,49.5243,1295.11,21.88,5381.5,338.8,45.56,-0.016455855
2889,50.2843,1304.28,20.08,5328.1,338.8,46.03,0.015346002
2892,50.5086,1296.39,21.13,5319.5,340.99,46.3,0.004460637
2893,49.3471,1281.87,24.32,5117.3,341.44,45.53,-0.022996084
2894,47.1443,1256.88,29.4,5149.2,342.78,44.6,-0.044638895
2895,47.8057,1273.72,26.37,5323.3,343.16,45.15,0.014029268
2896,47.2386,1279.2,24.44,5336.6,343.05,45.23,-0.011862602
2899,48.4714,1298.38,20.61,5378.6,341.81,46.0975,0.026097302
2900,48.7429,1293.77,20.21,5434.2,341.66,46.24,0.005601241
2901,48.4557,1297.54,19.17,5445.9,341.46,46.85,-0.00589214
2902,49.2814,1309.66,18,5465.2,341.27,47.39,0.017040307
2903,50.22,1313.8,17.91,5462.6,340.81,47.34,0.019045725
2906,50.0629,1310.19,19.44,5399.9,339.95,47.095,-0.003128236
2907,50.1371,1319.44,18.16,5418.8,339,47.64,0.001482135
2908,49.8043,1328.26,17.71,5405.5,339.23,48.25,-0.006637799
2909,49.7868,1325.83,17.74,5515.1,339.54,48.67,-0.000351375
2910,49.2229,1332.41,17.4,5559.3,339.53,49.45,-0.011326295
2913,48.7414,1332.87,17.5,5609.3,339.51,49.87,-0.009782032
2914,48.4129,1332.63,17.25,5630.1,338.57,49.77,-0.00673965
2915,48.2914,1335.54,16.9,5640.3,338.04,50.04,-0.002509662
2916,48.2971,1333.51,17.11,5660.7,338.03,49.99,0.000118033
2917,47.8657,1328.17,17.87,5775.3,338.03,50.04,-0.008932213
2920,47.2571,1324.46,16.59,5697.2,338.63,49.45,-0.012714741
2921,47.4857,1314.16,17.09,5545.9,340.11,48.52,0.004837368
2922,48.0186,1314.41,16.92,5579.5,340.46,48.92,0.011222326
2923,47.4886,1314.52,16.27,5587,340.59,49.07,-0.01103739
2924,46.78,1319.68,15.32,5636.5,341.6,49.135,-0.014921476
2927,47.4071,1305.14,16.96,5567.7,342.06,47.9,0.013405301
2928,48.2657,1312.62,15.83,5581.4,342.52,48.5899,0.018111211
2929,48.9157,1330.36,15.07,5679.5,342.7,49.74,0.013467121
2930,50.0994,1337.38,14.69,5707.2,343.35,50.175,0.024198775
2934,50.4299,1335.25,15.77,5710.9,343.7,49.77,0.006596885
2935,50.06,1347.24,15.62,5706,344.27,50.2,-0.007334934
2936,50.0214,1355.66,15.35,5709.1,344.19,50.11,-0.000771075
2937,49.5357,1360.48,14.62,5700.7,345.69,49.7,-0.009709844
2938,50.0186,1363.61,14.75,5758.4,345.96,50,0.009748525
2941,49.4686,1361.22,15.99,5724.6,346.6,50.01,-0.01099591
2942,49.7429,1356.62,16.7,5637.5,346.85,48.895,0.005544932
2943,49.9386,1347.32,17.08,5551.6,347.32,48.09,0.00393423
2944,49.5357,1335.1,18.2,5189.5,347.64,47.63,-0.008067907
2945,49.5229,1340.2,18.4,5114.6,347.77,48.25,-0.000258399
2948,49.6571,1346.29,17.16,5298.2,347.09,48.34,0.002709857
2949,49.9214,1357.16,15.91,5373.7,346.79,48.91,0.005322502
2950,49.6043,1342.08,16.95,5163.8,346.97,47.83,-0.006351985
2951,49.51,1348.65,16.03,5163.6,346.43,47.97,-0.001901045
2952,48.6429,1337.77,17.07,5182.4,346.87,46.92,-0.017513634
2955,47.6143,1329.47,18.24,5122.7,347.37,46.85,-0.021145943
2956,48.02,1328.98,17.55,5101.3,347.27,47,0.008520549
2957,48.5529,1340.68,16.23,5238.7,346.81,47.76,0.011097459
2958,48.6471,1343.6,15.52,5179.7,346.59,47.45,0.001940152
2959,47.8886,1333.27,17.43,5219.6,346.82,47.07,-0.015591885
2962,47.7714,1317.37,18.27,5130.8,346.59,46.09,-0.002447347
2963,47.4557,1316.28,17.82,5191.2,346.72,46.55,-0.006608557
2964,48.1114,1320.47,17.07,5280.3,346.82,46.65,0.013817097
2965,47.8571,1325.69,16.09,5265.4,348.15,47.25,-0.00528565
2966,48.2014,1331.1,15.98,5297,346.63,47.75,0.007194335
2970,49.69,1345.2,15.45,5361.7,349.07,48.53,0.03088292
2971,49.3586,1314.55,18.3,5280.7,350.39,47.66,-0.00666935
2972,49.4431,1312.94,18.09,5295.3,349.6,48.11,0.001711961
2973,49.0629,1300.16,17.95,5305,349.99,47.87,-0.007689647
2976,48.2914,1286.17,18.49,5246.4,350.63,47.1,-0.015724713
2977,47.4343,1284.94,18.07,5279,350.74,47.47,-0.017748502
2978,47.4629,1279.56,18.79,5334.4,351.32,47.13,0.000602939
2979,47.3557,1289,17.77,5384.9,350.46,47.5,-0.002258606
2980,46.5571,1270.98,18.86,5324.6,350.31,46.47,-0.016863862
2983,46.6571,1271.83,19.61,5276.8,350.17,46.39,0.0021479
2984,47.4914,1287.87,18.26,5324.6,349.13,47.09,0.017881523
2985,46.6786,1265.42,21.32,5144.5,350.45,46.08,-0.017114678
2986,46.4514,1267.64,22.73,5122.4,349.77,45.73,-0.004867327
2987,45.7514,1271.5,21.85,5079.2,350.19,45.79,-0.015069514
2990,45.0457,1278.36,19.99,5063.1,350.04,45.72,-0.015424665
2991,46.4714,1295.52,18.86,5074.4,350.13,46.56,0.03165008
2992,46.0871,1287.14,18.52,5110.4,350.44,45.64,-0.008269602
2993,47.3186,1283.5,19.29,4924.7,350.27,45.58,0.026721143
2994,46.6214,1268.45,21.1,4895.4,350.49,45.5,-0.014734164
2997,47.4343,1280.1,20.56,4879.7,349.67,46.03,0.017436199
2998,47.8943,1296.67,19.17,4987,348.62,46.66,0.009697624
2999,47.72,1307.41,17.27,5089.6,348.39,47.09,-0.003639264
3000,47.9529,1320.64,16.52,5077.2,348.49,47.6,0.004880553
3001,49.0371,1339.67,15.87,5042.8,348.11,48.16,0.022609686
3005,49.9186,1337.88,16.06,5126.7,348.78,48.14,0.017976185
3006,50.2514,1339.22,16.34,5114.3,348.78,47.82,0.006666854
3007,51.0286,1353.22,15.95,5244.5,348.1,48.48,0.015466236
3008,51.3871,1343.8,15.95,5202.8,349.97,47.93,0.007025472
3011,50.5714,1319.49,18.39,5159.8,350.8,46.59,-0.015873634
3012,50.5357,1313.64,19.87,5231.7,350.91,46.12,-0.000705933
3013,51.1457,1317.72,19.91,5292.8,351.97,46.87,0.012070675
3014,51.11,1308.87,20.8,5218.5,351.33,46.368,-0.000698006
3015,52.1314,1316.14,19.53,5260.4,351.46,46.66,0.019984347
3018,53.4,1305.44,20.95,5212.5,350.82,46.12,0.024334662
3019,53.8357,1326.73,19.21,5265.5,351.97,46.79,0.008159176
3020,55.2714,1325.84,19.09,5279.1,351.6,46.93,0.026668177
3021,55.3271,1343.8,17.56,5271.6,351.71,47.68,0.001007754
3022,56.1857,1345.02,17.52,5318.3,352.54,47.65,0.015518616
3025,56.9286,1337.43,19.35,5287.4,351.85,47.55,0.013222226
3026,57.63,1331.94,20.23,5316.8,353.12,47.71,0.012320696
3027,56.0843,1304.89,22.98,5267.2,352.64,46.87,-0.0268211
3028,55.9743,1300.67,23.74,5254.7,352.92,46.91,-0.001961333
3029,55.7829,1292.28,25.25,5200.9,355.29,47.11,-0.003419426
3032,56.6786,1286.94,23.66,5185.7,355.88,47.07,0.016056892
3033,55.5586,1254.05,24.79,5183.7,357.26,45.62,-0.019760545
3034,56.0814,1260.34,23.38,5091.1,357.77,45.461,0.009409884
3035,53.91,1200.07,31.66,4889.1,357.65,42.86,-0.03871872
3036,53.3743,1199.38,32,4892.3,356.51,42.58,-0.009936932
3039,50.4586,1119.46,48,4699.7,357.55,39.03,-0.054627414
3040,53.43,1172.53,35.06,4652.3,360.04,41.32,0.05888788
3041,51.9557,1120.76,42.99,4768.1,361.54,39.13,-0.027593112
3042,53.3857,1172.64,39,4868.2,359.17,41.292,0.027523448
3043,53.8557,1178.81,36.36,4865.7,360.2,41.27,0.008803856
3046,54.7729,1204.49,31.87,4943.4,360.12,42.23,0.017030695
3047,54.3543,1192.76,32.85,4921.2,360.77,41.87,-0.007642466
3048,54.3486,1193.89,31.58,4970.4,361.93,42.17,-0.000104868
3049,52.2929,1140.65,42.67,4806.9,362.43,40.18,-0.037824341
3050,50.8614,1123.53,43.05,4853.5,362.69,39.68,-0.027374653
3053,50.92,1123.82,42.44,4888.3,361.86,39.64,0.001152151
3054,53.3714,1162.35,36.27,4936.8,360.92,41.03,0.048142184
3055,53.74,1177.6,35.9,4922.6,359.08,40.63,0.006906321
3056,53.3886,1159.27,39.76,4941.4,359.05,39.84,-0.006538891
3057,54.7971,1176.8,35.59,4977.5,359.9,40.52,0.026382037
3060,55.71,1210.08,32.28,5016.1,359.72,41.83,0.016659641
3061,55.7129,1212.92,32.89,5088.5,360.76,41.89,5.21E-05
3062,54.9757,1218.89,31.62,5104.9,360.28,42.75,-0.013232124
3063,54.4329,1204.42,31.82,5072.3,360.59,42.52,-0.009873453
3064,53.4357,1173.97,33.92,5006.1,362.09,41.56,-0.018319803
3068,54.2486,1165.24,37,4979.25,361.63,41.13,0.015212676
3069,54.8471,1198.62,33.38,5084.5,360.96,42.35,0.011032543
3070,54.8771,1185.9,34.32,5069.4,361.35,41.41,0.000546975
3071,53.9257,1154.23,38.52,4976.33,361.15,40.01,-0.017336922
3074,54.2771,1162.27,38.59,4973.6,360.64,39.93,0.006516373
3075,54.9457,1172.87,36.91,4993,360.1,39.99,0.012318271
3076,55.6143,1188.68,34.6,4967.4,360.12,39.88,0.012168377
3077,56.1371,1209.11,31.97,4996.4,359.9,40.46,0.00940046
3078,57.2143,1216.01,30.98,4954.8,360.06,40.53,0.019188736
3081,58.8043,1204.09,32.73,4847.6,361.16,39.33,0.027790255
3082,59.0643,1202.09,32.86,4883.1,361.18,39.04,0.004421445
3083,58.8771,1166.76,37.32,4844.4,362.07,37.59,-0.003169427
3084,57.4029,1129.56,41.35,4608.8,362.93,34.95,-0.025038597
3085,57.7571,1136.43,41.25,4546.3,361.57,35.88,0.00617042
3088,57.5957,1162.95,39.02,4554.8,360.45,36.42,-0.002794462
3089,57.0371,1175.38,37.71,4703.9,359.27,37.58,-0.009698641
3090,56.7157,1151.06,41.08,4578.9,359.46,36.45,-0.005634929
3091,55.7957,1160.4,38.84,4603.5,359.84,36.95,-0.016221258
3092,54.4743,1131.42,42.96,4483.7,359.55,35.095,-0.023682829
3095,53.5143,1099.23,45.45,4442.9,360.89,34.36,-0.017622989
3096,53.2143,1123.95,40.82,4370,360.2,34.89,-0.005605978
3097,54.0357,1144.03,37.81,4491.6,358.87,35.7,0.015435701
3098,53.91,1164.97,36.27,4601.5,358.53,36.88,-0.00232624
3099,52.8286,1155.46,36.2,4602.4,358.16,36.44,-0.020059358
3102,55.5443,1194.89,33.02,4697.7,358.5,38.07,0.051405867
3103,57.1843,1195.54,32.86,4741.3,358.06,38.09,0.029525982
3104,57.4557,1207.25,31.26,4748.5,357.54,39.16,0.004746058
3105,58.3471,1203.66,30.7,4729.2,358.53,38.81,0.015514562
3106,60.2857,1224.58,28.24,4844.3,357.99,39.59,0.033225302
3109,59.9986,1200.86,33.39,4806.3,359.14,38.25,-0.004762323
3110,60.32,1225.38,31.56,4839.1,358.89,39.27,0.005356792
3111,56.9457,1209.88,34.44,4757.5,359.5,38.52,-0.055939987
3112,56.4729,1215.39,34.78,4743.8,359.04,37.78,-0.008302646
3113,56.1243,1238.25,31.32,4789.1,359.98,38.855,-0.006172872
3116,57.9671,1254.19,29.26,4901.7,359.7,40.38,0.032834263
3117,56.8243,1229.05,32.22,4930.5,361.69,39.58,-0.019714631
3118,57.2286,1242,29.86,4843.3,360.85,40.31,0.007114914
3119,57.8129,1284.59,25.46,4990.4,360.32,42.76,0.01020993
3120,57.85,1285.09,24.53,4955.6,361.55,42.4,0.000641725
3123,57.8257,1253.3,29.96,4920.7,361.23,40.815,-0.000420052
3124,56.6443,1218.28,34.77,4873.2,362,39.82,-0.020430362
3125,56.7729,1237.9,32.74,4883.3,362.28,41.04,0.002270308
3126,57.5814,1261.15,30.5,4943.9,361.48,41.46,0.014240949
3127,57.1771,1253.23,30.16,4964.5,361.73,41.19,-0.007021365
3130,57.1043,1261.12,29.85,5012.4,362.02,41.54,-0.001273237
3131,58.0329,1275.92,27.48,5051.6,361.5,42.03,0.016261472
3132,56.4686,1229.1,36.16,4987.4,361.2,39.57,-0.026955399
3133,55.0314,1239.69,32.81,5017,360.43,39.83,-0.025451313
3134,54.9457,1263.85,30.04,5050.3,361.23,40.785,-0.001557293
3137,54.18,1251.78,31.13,5013.8,361.05,40.23,-0.013935576
3138,55.5471,1257.81,31.22,5056,360.02,40.48,0.025232558
3139,54.9671,1236.91,33.51,5103.2,360.31,39.39,-0.010441589
3140,53.9157,1216.13,34.51,4957,360.55,38.388,-0.019127806
3141,53.5629,1215.65,32,4918.3,360.26,38.54,-0.006543549
3144,52.7157,1192.98,32.91,4868.4,360.11,37.3,-0.015816918
3145,53.7871,1188.04,31.97,4916.4,360.13,37.43,0.020324116
3146,52.4271,1161.79,33.98,4840.9,359.47,36.22,-0.025284873
3148,51.9386,1158.67,34.47,4824.3,357.64,36.1,-0.0093177
3151,53.7314,1192.55,32.13,4890.4,358.29,37.83,0.03451768
3152,53.3143,1195.19,30.64,4956,358.28,37.659,-0.007762686
3153,54.6,1246.96,27.8,4990.4,357.79,40.01,0.024115481
3154,55.4186,1244.58,27.41,4963.3,358.42,39.8875,0.014992674
3155,55.6714,1244.28,27.52,4992.7,359.37,39.77,0.004561645
3158,56.1443,1257.08,27.84,4986.6,360.41,40.42,0.008494487
3159,55.85,1258.47,28.13,5003.2,359.88,39.87,-0.00524185
3160,55.5843,1261.01,28.67,4955.7,360.76,40.03,-0.004757386
3161,55.8086,1234.35,30.59,4897,361.01,38.59,0.004035312
3162,56.2314,1255.19,26.38,4904.3,360.12,39.37,0.007575893
3165,55.9771,1236.47,25.67,4841,360.22,37.89,-0.004522384
3166,55.5443,1225.73,25.41,4910.5,360.33,37.54,-0.007731733
3167,54.3129,1211.82,26.04,4711.1,360.47,37,-0.022169692
3168,54.1343,1215.75,25.11,4683.1,360.62,37.245,-0.003288353
3169,54.4314,1219.66,24.29,4680.6,361.69,37.52,0.005488202
3172,54.6014,1205.35,24.92,4692.7,361.95,36.55,0.003123197
3173,56.5643,1241.3,23.22,4806.2,361.44,37.725,0.035949628
3174,56.635,1243.72,21.43,4854.9,361.44,37.84,0.001249905
3175,56.9357,1254,21.16,4886.1,360.7,38.335,0.005309438
3176,57.6186,1265.33,20.73,4892.5,359.81,38.485,0.011994232
3180,58.0757,1265.43,21.91,4949.2,360.47,38.12,0.007933202
3181,57.52,1249.64,23.52,4889.3,361.33,37.48,-0.009568546
3182,57.8743,1263.02,22.65,4892,361.61,37.91,0.006159597
3183,57.8571,1257.6,23.4,4885.3,362.68,37.94,-0.000297196
3187,58.7471,1277.06,22.97,5049.2,362.26,39.1,0.015382727
3188,59.0629,1277.3,22.22,5076.4,361.6,38.882,0.005375584
3189,59.7186,1281.06,21.48,5009.5,360.89,38.71,0.011101724
3190,60.3429,1277.81,20.63,5014,361.03,38.225,0.010454029
3193,60.2471,1280.7,21.07,5016.7,361.56,38.615,-0.001587594
3194,60.4629,1292.08,20.69,5059.2,361.81,39.458,0.003581915
3195,60.3643,1292.48,21.05,5019.8,362.3,39.49,-0.001630752
3196,60.1986,1295.5,20.47,4956.4,362.78,39.65,-0.002745
3197,59.9729,1289.09,20.91,4925.1,363.16,39.29,-0.003749257
3201,60.6714,1293.67,22.2,4985.8,363.69,40.04,0.011646927
3202,61.3014,1308.04,20.89,4968.8,363.4,41.05,0.010383805
3203,61.1071,1314.5,19.87,4987.4,362.83,41.41,-0.003169585
3204,60.0429,1315.38,18.28,4928.7,362.4,41.38,-0.017415325
3207,61.0584,1316,18.67,4980.5,362.62,41.78,0.016912907
3208,60.0586,1314.65,18.91,4980.4,362.04,41.835,-0.016374487
3209,63.8086,1326.05,18.31,5000.6,362.36,42.31,0.062439018
3210,63.5186,1318.43,18.57,5026.4,364.79,42.14,-0.004544842
3211,63.8971,1316.33,18.53,5039.3,365.59,42.36,0.005958884
3214,64.7157,1313.01,19.4,4998.4,366.42,41.75,0.012811223
3215,65.2114,1312.41,19.44,4994.3,366.84,42.11,0.007659656
3216,65.17,1324.09,18.55,4995,367.18,43.045,-0.000634858
3217,65.0171,1325.54,17.98,4971.9,367.35,43.16,-0.002346172
3218,65.6686,1344.9,17.1,5037.8,365.8,43.88,0.010020441
3221,66.2814,1344.33,17.76,5053.7,366.52,43.505,0.009331705
3222,66.9757,1347.05,17.65,5082.9,366.18,43.6,0.010475035
3223,68.0971,1349.96,18.16,5094.1,366.26,43.91,0.016743386
3224,70.4529,1351.95,18.63,5130.8,365.63,43.89,0.034594718
3225,70.4886,1342.64,20.79,5074,365.82,42.915,0.000506722
3228,71.8,1351.77,19.04,5120.8,366.03,43.615,0.018604427
3229,72.78,1350.5,19.54,5109.5,365.95,43.26,0.013649025
3230,71.0957,1343.23,21.14,5141.4,365.69,43.38,-0.023142347
3231,71.7443,1358.04,19.22,5168.2,364.42,43.845,0.009122915
3232,71.7314,1361.23,17.78,5183.6,364.43,43.93,-0.000179805
3236,73.55,1362.21,18.19,5270.1,364.31,43.75,0.025352914
3237,73.2914,1357.66,18.19,5294.1,364.4,43.825,-0.003515976
3238,73.77,1363.46,16.8,5329,364.97,43.75,0.006530098
3239,74.63,1365.74,17.31,5387.6,365.4,44.19,0.011657855
3242,75.1086,1367.59,18.19,5358.3,366.13,43.75,0.006412971
3243,76.4871,1372.18,17.96,5296.8,366.32,44.36,0.018353424
3244,77.4914,1365.68,18.43,5297.1,366.12,44.33,0.013130319
3245,77.7814,1374.09,17.26,5370.1,366.01,44.75,0.003742351
3246,77.8829,1369.63,17.29,5303.7,366.03,44.64,0.001304939
3249,76.1657,1364.33,18.05,5296.7,365.17,43.87,-0.022048486
3250,75.7514,1343.36,20.87,5215.3,365.43,42.405,-0.005439456
3251,75.8129,1352.63,19.07,5250,365,42.91,0.000811866
3252,77.4271,1365.91,17.95,5288.2,364.99,43.81,0.021291891
3253,77.8814,1370.87,17.11,5317.1,363.85,43.79,0.005867455
3256,78.8571,1371.09,15.64,5292.1,364.11,43.31,0.012528023
3257,81.1571,1395.95,14.8,5324.3,363.06,44.49,0.029166683
3258,84.2257,1394.28,15.31,5279.9,360.28,43.79,0.037810617
3259,83.6514,1402.6,15.42,5263.6,360.68,44.14,-0.006818584
3260,83.6529,1404.17,14.47,5335.1,360.98,44.09,1.79E-05
3263,85.8714,1409.75,15.04,5349.7,360.59,43.92,0.0265203
3264,86.5657,1405.52,15.58,5268.8,360.32,43.16,0.008085346
3265,86.0714,1402.89,15.13,5279.9,361.23,43.235,-0.005710114
3266,85.62,1392.78,15.57,5224,361.8,42.58,-0.005244483
3267,85.15,1397.11,14.82,5282.4,362.54,42.9,-0.005489372
3270,86.7114,1416.51,14.26,5297.1,362.61,43.655,0.018337052
3271,87.7829,1412.52,15.59,5289.2,363.09,43.42,0.012357083
3272,88.2314,1405.54,15.47,5224.4,363.07,42.69,0.005109196
3273,87.1229,1403.28,15.48,5135.1,363.66,42.64,-0.012563554
3274,85.65,1408.47,15.5,5172.6,363.32,42.945,-0.016906003
3277,88.3757,1419.04,15.64,5260.5,363.65,43.545,0.031823701
3278,89.9029,1413.38,15.66,5239.1,362.55,43.29,0.017280768
3279,89.1871,1398.96,16.44,5133.6,361.97,42.51,-0.007961923
3280,90.5257,1398.08,16.7,5175.9,362.5,42.74,0.015008897
3284,90.89,1382.2,18.81,5143.6,364.63,42.11,0.004024272
3285,89.7771,1358.59,20.39,5065.2,365.42,41.295,-0.012244471
3286,89.4571,1368.71,20.02,5104.4,365.1,41.735,-0.003564383
3287,88.9671,1387.57,17.2,5164.1,365.32,42.81,-0.005477486
3288,86.4614,1370.26,19.55,5125.6,365.64,42.16,-0.028164344
3291,82.8757,1369.57,19.55,5076.1,366.06,41.945,-0.041471686
3292,87.1,1390.78,18.46,5100.1,365.79,42.43,0.050971515
3293,86.9057,1385.14,18.64,5046.1,365.8,42.23,-0.002230769
3294,83.92,1376.92,18.36,5054,365.88,42.045,-0.034355629
3295,81.8543,1378.53,17.44,5082.1,365.77,42.325,-0.02461511
3298,81.6714,1366.94,18.97,5067.6,366.15,41.52,-0.002234458
3299,80.04,1371.97,18.1,5070.5,366.17,41.61,-0.019975169
3300,87.1429,1390.69,16.82,5091.1,365.91,41.985,0.088741879
3301,86.8143,1399.98,16.24,5125,366.75,42.25,-0.003770818
3302,86.1429,1403.36,16.32,5142.8,367.31,42.31,-0.007733749
3305,83.4257,1397.91,17.15,5146.1,367.94,42.215,-0.031542936
3306,83.1614,1405.82,16.6,5166.6,367.4,42.5,-0.003168088
3307,83.7114,1402.31,16.88,5099.3,367.74,42.415,0.006613645
3308,83.1171,1391.57,17.56,5029.5,367.85,42.1,-0.007099391
3309,80.75,1369.1,19.16,4911.1,368.54,41.36,-0.028479098
3312,81.3543,1369.58,18.94,4900.3,368.43,41.51,0.007483591
3313,81.1686,1363.72,19.05,4872.1,368.79,40.85,-0.002282608
3314,81.3114,1354.58,20.08,4869.5,368.31,40.32,0.001759301
3315,81.5029,1357.99,18.83,4863.4,368.09,40.49,0.002355143
3316,80.9586,1353.39,19.89,4826.4,368.44,39.965,-0.00667829
3319,79.7457,1338.35,21.87,4775.2,368.55,39.06,-0.014981731
3320,79.0243,1330.66,21.97,4777.7,368.04,38.72,-0.009046256
3321,78.0107,1324.8,22.27,4757.4,367.76,38.17,-0.012826434
3322,75.7314,1304.86,24.49,4736.6,368.42,37.65,-0.029217787
3323,75.7686,1295.22,25.1,4728.2,368.54,37.29,0.00049121
3326,80.1829,1315.99,22.01,4759.6,368.22,38.18,0.058260282
3327,79.5671,1316.63,22.48,4718.7,367.24,37.78,-0.007679942
3328,81.5086,1318.86,22.33,4629,367.86,37.52,0.024400789
3329,80.76,1320.68,21.54,4647.7,367.52,37.33,-0.009184307
3330,80.3271,1317.82,21.76,4660.7,367.27,37.15,-0.005360327
3334,81.7529,1332.42,21.03,4639.4,367.65,38.2,0.017749925
3335,82.7386,1313.32,24.14,4531.4,368.65,37.54,0.012057065
3336,82.5329,1310.33,24.06,4478.2,369.44,37.7,-0.002486143
3337,80.1414,1278.04,26.66,4364,370.65,36.69,-0.028976323
3340,80.6129,1278.18,26.12,4389.5,370.21,36.85,0.005883351
3341,80.4043,1285.5,24.68,4395.7,369.37,36.945,-0.002587675
3342,81.6371,1315.13,22.16,4454.6,368.47,38.025,0.015332513
3343,81.6743,1314.99,21.72,4451.6,368.36,38.26,0.000455675
3344,82.9029,1325.66,21.23,4427.4,368.14,37.93,0.015042676
3347,81.5957,1308.93,23.56,4389.8,368.88,37.385,-0.015767844
3348,82.3086,1324.18,22.09,4385.2,367.73,38.16,0.00873698
3349,81.7371,1314.88,24.27,4361.2,368.45,38.02,-0.006943381
3350,81.6471,1329.1,21.68,4399,368.48,38.285,-0.001101091
3354,83.6829,1344.78,18.32,4395.9,369.54,39.07,0.024934137
3355,83.9157,1357.98,18.38,4432.6,369.45,39.7,0.00278193
3356,83.6773,1355.69,17.24,4349.3,369.33,39.57,-0.002840946
3357,82.5243,1325.51,20.08,4226.2,369.21,37.67,-0.013779125
3358,83.1571,1335.02,18.11,4261.8,368.33,37.79,0.007668044
